age,education,marital-status,relationship,sex,income
30.0,Bachelors,,Not-in-family,,<=50K
65.0,Some-college,Married-civ-spouse,Husband,,<=50K
34.0,,Married-civ-spouse,,Male,
34.0,Prof-school,Married-civ-spouse,Husband,Male,
39.0,,Married-civ-spouse,Husband,Male,
28.0,Assoc-voc,,Husband,,<=50K
,Masters,Married-civ-spouse,Husband,,
,11th,Never-married,,Male,<=50K
21.0,HS-grad,Never-married,Not-in-family,,<=50K
53.0,7th-8th,,Husband,Male,
54.0,Masters,Divorced,Not-in-family,,>50K
32.0,,Divorced,Unmarried,,
39.0,,Never-married,Not-in-family,Male,<=50K
39.0,,,Unmarried,Female,<=50K
29.0,HS-grad,Married-civ-spouse,Husband,Male,
29.0,HS-grad,Divorced,Not-in-family,,
43.0,HS-grad,Married-civ-spouse,Husband,Male,
20.0,Some-college,Never-married,,,<=50K
39.0,Masters,,Husband,Male,
45.0,,,,Female,<=50K
,Some-college,,Husband,Male,<=50K
71.0,,Widowed,Not-in-family,,<=50K
62.0,HS-grad,,Husband,Male,<=50K
43.0,Some-college,Divorced,Not-in-family,Female,<=50K
31.0,HS-grad,Never-married,Unmarried,Female,
39.0,HS-grad,,Husband,Male,
32.0,,Married-civ-spouse,Wife,Female,>50K
45.0,HS-grad,Married-civ-spouse,Husband,,
19.0,,Never-married,Own-child,Male,<=50K
43.0,,Married-civ-spouse,Husband,,>50K
32.0,,,Husband,,<=50K
43.0,Bachelors,,Not-in-family,Female,
34.0,,,,Male,
66.0,Some-college,,,Male,
37.0,Assoc-voc,,Husband,,>50K
46.0,Assoc-acdm,Married-civ-spouse,Wife,Female,
23.0,Bachelors,,Own-child,Female,<=50K
41.0,,Never-married,Not-in-family,,>50K
63.0,,Married-civ-spouse,Husband,Male,<=50K
55.0,HS-grad,Married-civ-spouse,Husband,,>50K
35.0,,,Husband,Male,
28.0,9th,Never-married,Not-in-family,,>50K
37.0,Bachelors,,,,
63.0,HS-grad,Married-civ-spouse,Husband,,<=50K
43.0,,Married-civ-spouse,Husband,,>50K
,Assoc-voc,Never-married,Own-child,,
36.0,Masters,Married-civ-spouse,,,
54.0,Bachelors,,,Male,>50K
36.0,Bachelors,Married-civ-spouse,Husband,,
78.0,,Married-civ-spouse,Husband,Male,>50K
77.0,Bachelors,Married-civ-spouse,,,
28.0,HS-grad,Married-spouse-absent,Not-in-family,Female,<=50K
39.0,HS-grad,Married-civ-spouse,Husband,,
37.0,,Separated,Not-in-family,,
34.0,,Married-civ-spouse,Husband,Male,>50K
22.0,,Never-married,Own-child,,
,Bachelors,Never-married,Not-in-family,,
21.0,Some-college,Never-married,Own-child,Female,<=50K
36.0,10th,,Husband,Male,<=50K
62.0,HS-grad,Widowed,,,
40.0,Some-college,,Husband,,
,Some-college,Divorced,Unmarried,,
38.0,Bachelors,Married-civ-spouse,Husband,,
28.0,5th-6th,Never-married,Not-in-family,,
46.0,,Divorced,Unmarried,Female,
22.0,,Married-civ-spouse,Husband,Male,
,HS-grad,Divorced,Unmarried,,
,10th,Separated,Not-in-family,Female,<=50K
43.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
53.0,,Never-married,Not-in-family,Female,
20.0,HS-grad,Never-married,Own-child,Female,<=50K
22.0,Bachelors,Never-married,Not-in-family,Male,
48.0,9th,Married-civ-spouse,Husband,Male,<=50K
40.0,Masters,Married-civ-spouse,Husband,Male,>50K
68.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
39.0,Some-college,,Not-in-family,Female,<=50K
57.0,,,Husband,Male,>50K
23.0,10th,Never-married,Unmarried,Male,<=50K
25.0,Bachelors,Married-civ-spouse,Wife,Female,
,,Never-married,Own-child,Male,
,12th,Never-married,,,<=50K
41.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
25.0,Some-college,Never-married,Not-in-family,,
58.0,Some-college,Married-civ-spouse,Husband,Male,
33.0,,Divorced,Not-in-family,Male,<=50K
28.0,Masters,Married-civ-spouse,,,
19.0,11th,Never-married,,Female,<=50K
44.0,Some-college,,,Female,
68.0,,Never-married,Not-in-family,,<=50K
33.0,HS-grad,Married-civ-spouse,Husband,,
24.0,HS-grad,Divorced,,Female,<=50K
,HS-grad,Married-civ-spouse,Husband,,<=50K
38.0,Bachelors,Married-civ-spouse,Husband,Male,
31.0,HS-grad,Separated,Unmarried,,<=50K
29.0,,Divorced,Not-in-family,Female,<=50K
65.0,,Widowed,Not-in-family,Female,<=50K
55.0,HS-grad,Widowed,Other-relative,Female,<=50K
49.0,HS-grad,Married-civ-spouse,,,<=50K
27.0,HS-grad,Never-married,,Female,<=50K
,,Divorced,Not-in-family,,<=50K
33.0,Some-college,,Husband,,>50K
22.0,,Never-married,Own-child,Male,<=50K
41.0,HS-grad,Married-civ-spouse,,,
,HS-grad,Married-civ-spouse,Husband,Male,<=50K
38.0,Some-college,Divorced,Not-in-family,Male,<=50K
43.0,HS-grad,Married-civ-spouse,Husband,Male,
40.0,,,,,<=50K
32.0,Some-college,Married-civ-spouse,Husband,,>50K
,HS-grad,Never-married,Unmarried,Female,<=50K
35.0,Bachelors,,Husband,Male,<=50K
41.0,Masters,Married-civ-spouse,,Male,>50K
33.0,Bachelors,,,,<=50K
36.0,Bachelors,Married-civ-spouse,,,
33.0,Bachelors,,,,
53.0,HS-grad,Married-civ-spouse,Husband,,>50K
27.0,,Never-married,Not-in-family,Male,
22.0,Bachelors,,Own-child,,<=50K
26.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
,,Married-civ-spouse,Wife,,<=50K
48.0,Some-college,Divorced,,,<=50K
23.0,HS-grad,Never-married,Own-child,Female,
26.0,Some-college,Never-married,Unmarried,Female,
35.0,Bachelors,,Husband,,<=50K
46.0,Some-college,Married-civ-spouse,,,>50K
65.0,,,Unmarried,,<=50K
53.0,HS-grad,Widowed,Not-in-family,,
18.0,5th-6th,Never-married,Other-relative,Male,<=50K
,Prof-school,Married-civ-spouse,,,>50K
28.0,HS-grad,Never-married,,,
37.0,,,Husband,,>50K
61.0,,Married-civ-spouse,Husband,Male,<=50K
59.0,Bachelors,Married-civ-spouse,Husband,Male,
32.0,,Never-married,Not-in-family,,>50K
31.0,Bachelors,Married-civ-spouse,Wife,,<=50K
25.0,Bachelors,Never-married,Not-in-family,Female,
81.0,1st-4th,,Husband,,<=50K
47.0,HS-grad,,Other-relative,Female,
39.0,,,Husband,,<=50K
37.0,Some-college,Married-civ-spouse,Husband,,<=50K
44.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
37.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
41.0,,,Husband,,
27.0,5th-6th,Married-civ-spouse,Wife,Female,
55.0,Some-college,Married-civ-spouse,Husband,Male,>50K
60.0,,Married-civ-spouse,Husband,,
22.0,,Never-married,Not-in-family,,
23.0,,Never-married,Not-in-family,,<=50K
19.0,HS-grad,Never-married,Not-in-family,,<=50K
45.0,,Married-civ-spouse,Husband,Male,
36.0,HS-grad,Separated,Unmarried,Female,
46.0,,Married-civ-spouse,Husband,Male,>50K
48.0,11th,Married-civ-spouse,Husband,Male,
39.0,HS-grad,Married-civ-spouse,Husband,,<=50K
29.0,,Married-civ-spouse,Husband,Male,
39.0,HS-grad,Divorced,Not-in-family,Female,<=50K
26.0,HS-grad,Never-married,Own-child,Female,
37.0,Assoc-acdm,Divorced,Unmarried,,<=50K
49.0,Some-college,Married-civ-spouse,Wife,Female,>50K
27.0,Bachelors,,Own-child,,<=50K
28.0,,,,,
35.0,Some-college,Divorced,,,<=50K
54.0,HS-grad,Married-civ-spouse,,Male,
17.0,10th,Never-married,,Male,<=50K
18.0,HS-grad,,,Male,
33.0,Some-college,Never-married,Unmarried,Female,
33.0,Assoc-acdm,,Husband,,
51.0,,Married-civ-spouse,Wife,Female,<=50K
49.0,,Never-married,Own-child,Female,<=50K
49.0,Some-college,Divorced,Not-in-family,Male,<=50K
41.0,,Married-civ-spouse,Husband,Male,>50K
64.0,1st-4th,Divorced,Not-in-family,Female,
40.0,,Married-civ-spouse,Husband,Male,>50K
49.0,HS-grad,,Not-in-family,,<=50K
23.0,Bachelors,Never-married,Own-child,Female,
34.0,Some-college,Divorced,Unmarried,,<=50K
38.0,,,Husband,,>50K
,Some-college,Married-civ-spouse,,Male,
30.0,HS-grad,Never-married,Other-relative,Female,<=50K
36.0,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
23.0,,Never-married,Not-in-family,,<=50K
47.0,,Married-civ-spouse,Husband,Male,
61.0,HS-grad,,Not-in-family,,
47.0,Bachelors,Married-civ-spouse,,Male,
56.0,Bachelors,Married-civ-spouse,Husband,,>50K
20.0,12th,Never-married,Not-in-family,Female,<=50K
33.0,HS-grad,Married-civ-spouse,Wife,Female,>50K
36.0,HS-grad,,,Male,
38.0,HS-grad,Married-civ-spouse,Wife,Female,
34.0,Some-college,Married-civ-spouse,Husband,Male,>50K
56.0,,,,,
32.0,Assoc-voc,Never-married,Not-in-family,Female,<=50K
,,Married-civ-spouse,Husband,,>50K
49.0,Bachelors,Never-married,Not-in-family,Male,>50K
71.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
19.0,Some-college,Never-married,Own-child,Female,
20.0,,Never-married,Not-in-family,Female,
42.0,HS-grad,,Unmarried,Female,<=50K
51.0,Some-college,Married-civ-spouse,Wife,,>50K
38.0,Some-college,Married-spouse-absent,Own-child,,<=50K
38.0,,Married-civ-spouse,Husband,Male,
35.0,Bachelors,Divorced,,,
24.0,Bachelors,Married-civ-spouse,,,
,,Divorced,Unmarried,,
21.0,HS-grad,Never-married,Own-child,Male,<=50K
,HS-grad,Divorced,Not-in-family,Male,
,,Never-married,Own-child,,<=50K
54.0,HS-grad,Married-civ-spouse,,,
52.0,Bachelors,Married-spouse-absent,,,
27.0,Bachelors,Never-married,Not-in-family,Female,
20.0,HS-grad,Never-married,Not-in-family,Male,<=50K
38.0,Masters,Married-civ-spouse,,,
31.0,,Divorced,Not-in-family,,
25.0,,Never-married,,,
19.0,Some-college,Never-married,,Male,<=50K
,Some-college,Married-civ-spouse,Husband,Male,<=50K
23.0,Bachelors,,Not-in-family,Male,
34.0,Masters,Divorced,Unmarried,,<=50K
42.0,Bachelors,Divorced,Unmarried,,
37.0,,Divorced,,Female,
25.0,,Never-married,Own-child,,
40.0,Assoc-voc,Married-civ-spouse,Husband,Male,<=50K
33.0,Bachelors,Never-married,Not-in-family,Female,
31.0,Some-college,Never-married,,Female,<=50K
32.0,Bachelors,,Husband,,<=50K
63.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
54.0,Bachelors,Married-civ-spouse,Husband,Male,
32.0,,Married-civ-spouse,,Male,
29.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
26.0,Some-college,Married-civ-spouse,Husband,,<=50K
39.0,,,Husband,Male,<=50K
57.0,,Married-civ-spouse,Husband,,
54.0,Some-college,,Husband,,<=50K
57.0,10th,Married-civ-spouse,,,
23.0,Bachelors,Never-married,Not-in-family,Male,<=50K
27.0,Some-college,Married-civ-spouse,Husband,Male,>50K
42.0,Bachelors,Never-married,Not-in-family,,>50K
31.0,,Married-civ-spouse,Husband,Male,<=50K
49.0,Masters,Divorced,Not-in-family,,<=50K
50.0,,Married-civ-spouse,,Male,
46.0,HS-grad,Divorced,Unmarried,,
37.0,HS-grad,Divorced,Not-in-family,Male,
26.0,HS-grad,Married-civ-spouse,,Male,<=50K
27.0,Bachelors,,Not-in-family,Female,<=50K
24.0,,Never-married,Own-child,,
24.0,HS-grad,Never-married,Own-child,Male,<=50K
29.0,,Divorced,Not-in-family,Female,<=50K
47.0,Bachelors,,,,
33.0,Some-college,,Husband,Male,<=50K
26.0,Assoc-acdm,,Unmarried,Female,
20.0,Some-college,Never-married,Own-child,Male,
25.0,Assoc-voc,Married-civ-spouse,Wife,Female,
57.0,Bachelors,Divorced,Unmarried,Male,<=50K
36.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
25.0,,Married-civ-spouse,Husband,,
46.0,,Married-civ-spouse,Husband,Male,>50K
39.0,,,Husband,,<=50K
,Some-college,,Husband,Male,
18.0,11th,Never-married,,,<=50K
46.0,Assoc-voc,,Husband,Male,<=50K
61.0,Bachelors,,Husband,,>50K
41.0,HS-grad,Widowed,,Female,
50.0,Some-college,Divorced,Not-in-family,Female,<=50K
53.0,,Married-civ-spouse,,,
36.0,Bachelors,,Not-in-family,Male,<=50K
38.0,Some-college,Never-married,Unmarried,Female,<=50K
75.0,,Married-civ-spouse,Husband,,<=50K
26.0,Assoc-voc,Married-civ-spouse,Wife,Female,>50K
44.0,Bachelors,,Husband,,>50K
25.0,HS-grad,Never-married,,Female,<=50K
31.0,Some-college,,Own-child,Female,
,12th,Never-married,Not-in-family,Male,
34.0,HS-grad,,Husband,Male,<=50K
31.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
47.0,Some-college,,Not-in-family,Male,
38.0,Bachelors,Married-civ-spouse,Husband,,
18.0,HS-grad,Never-married,Own-child,,<=50K
47.0,9th,Divorced,Not-in-family,Female,<=50K
42.0,HS-grad,Never-married,Not-in-family,Male,<=50K
29.0,Bachelors,Never-married,Own-child,,<=50K
38.0,,,Not-in-family,Male,<=50K
22.0,,Never-married,Own-child,Female,
32.0,HS-grad,Never-married,,Male,<=50K
20.0,Some-college,Never-married,Own-child,,
41.0,,,,,<=50K
,HS-grad,Married-civ-spouse,Husband,,>50K
44.0,HS-grad,Married-civ-spouse,Wife,Female,
35.0,Bachelors,,Not-in-family,Female,
18.0,Some-college,,,Male,<=50K
60.0,,Married-civ-spouse,Husband,Male,
36.0,9th,Married-civ-spouse,Husband,Male,
30.0,Some-college,Never-married,Unmarried,Male,
40.0,,Married-civ-spouse,Husband,,>50K
,,,Own-child,,<=50K
25.0,Bachelors,Never-married,Not-in-family,,<=50K
56.0,,Divorced,Not-in-family,Male,
42.0,Some-college,Married-civ-spouse,Husband,,>50K
,,Never-married,,,
,HS-grad,Married-civ-spouse,Wife,Female,
48.0,7th-8th,Married-civ-spouse,Husband,Male,<=50K
35.0,Some-college,Never-married,Unmarried,,
41.0,Masters,Married-civ-spouse,Husband,,
19.0,,,,Female,
55.0,,Married-civ-spouse,Husband,Male,<=50K
42.0,,Married-civ-spouse,Husband,,
45.0,Some-college,Divorced,Not-in-family,Male,<=50K
29.0,Bachelors,Never-married,Not-in-family,,<=50K
42.0,Doctorate,Married-civ-spouse,,Male,
65.0,HS-grad,Divorced,,,
30.0,Assoc-acdm,Never-married,Other-relative,,
43.0,,Married-civ-spouse,Husband,Male,
61.0,,Married-civ-spouse,Husband,,
22.0,,Never-married,Not-in-family,Female,
23.0,11th,,Unmarried,,
34.0,HS-grad,Married-civ-spouse,Husband,,<=50K
51.0,HS-grad,,Unmarried,Female,
21.0,Some-college,Never-married,Own-child,,
31.0,Assoc-acdm,Never-married,,,<=50K
,Assoc-acdm,Never-married,Not-in-family,Female,<=50K
33.0,,,Wife,,
,,Separated,,Male,>50K
44.0,,Married-civ-spouse,Husband,Male,>50K
21.0,Some-college,Never-married,Own-child,,
75.0,HS-grad,,Not-in-family,,<=50K
55.0,,,Husband,Male,>50K
43.0,HS-grad,Married-civ-spouse,Wife,,<=50K
31.0,HS-grad,,Husband,,<=50K
41.0,Some-college,Married-civ-spouse,Husband,Male,
,Masters,Never-married,Not-in-family,,<=50K
23.0,,Never-married,Unmarried,,
42.0,HS-grad,,Unmarried,Female,<=50K
29.0,HS-grad,Never-married,Not-in-family,,<=50K
21.0,,Never-married,Not-in-family,,
28.0,Bachelors,,Own-child,,
64.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
35.0,Some-college,Never-married,Unmarried,Female,<=50K
65.0,,Married-civ-spouse,Husband,Male,<=50K
34.0,Bachelors,Never-married,Not-in-family,Male,<=50K
58.0,,Divorced,Not-in-family,Male,
63.0,Prof-school,Married-civ-spouse,Husband,Male,
50.0,Bachelors,Married-civ-spouse,,Male,
,HS-grad,,Not-in-family,Female,
46.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
,Assoc-voc,,Husband,Male,>50K
28.0,,,Own-child,,
51.0,5th-6th,Married-civ-spouse,Husband,Male,
47.0,Masters,Divorced,Not-in-family,,>50K
,,Divorced,Not-in-family,Male,
34.0,,Never-married,Own-child,Male,
51.0,Some-college,Divorced,,,
41.0,,Married-civ-spouse,Husband,Male,<=50K
,Some-college,,Husband,Male,>50K
28.0,,,Husband,,
,,Widowed,,,<=50K
22.0,Some-college,Never-married,Own-child,Male,
38.0,Bachelors,Married-civ-spouse,Husband,Male,
34.0,11th,Never-married,,Male,
45.0,,Married-civ-spouse,Husband,,
37.0,,Married-civ-spouse,Husband,,<=50K
21.0,HS-grad,,Other-relative,,<=50K
49.0,,Never-married,Not-in-family,Male,<=50K
24.0,HS-grad,Never-married,Own-child,Male,
47.0,Bachelors,,Not-in-family,,>50K
20.0,Some-college,Never-married,Own-child,,<=50K
27.0,Prof-school,,Wife,Female,
40.0,HS-grad,Separated,Not-in-family,Female,
19.0,Some-college,,,Female,
31.0,Bachelors,Divorced,Not-in-family,Female,
43.0,HS-grad,Married-civ-spouse,Husband,,
48.0,Bachelors,Married-civ-spouse,,Male,>50K
64.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
39.0,,Separated,Unmarried,,
50.0,HS-grad,Married-civ-spouse,Husband,Male,
52.0,,,Unmarried,Female,
44.0,Masters,Married-civ-spouse,Wife,Female,
50.0,,Married-civ-spouse,Husband,Male,>50K
54.0,,,,Male,>50K
,10th,Never-married,Own-child,Male,<=50K
33.0,HS-grad,Married-civ-spouse,,Male,<=50K
28.0,10th,Never-married,Own-child,Female,
39.0,,Married-civ-spouse,Husband,,
33.0,,Never-married,Unmarried,,<=50K
59.0,7th-8th,Never-married,Other-relative,Male,
74.0,,,,,
54.0,Some-college,Married-civ-spouse,Husband,,
31.0,Assoc-acdm,Married-civ-spouse,Husband,Male,<=50K
31.0,Some-college,Separated,,Female,<=50K
20.0,,Never-married,Own-child,Female,<=50K
,Masters,Married-civ-spouse,Husband,,>50K
42.0,,,Husband,,<=50K
57.0,Prof-school,,,Male,
49.0,HS-grad,Widowed,Unmarried,,<=50K
40.0,Doctorate,Married-civ-spouse,Husband,,>50K
19.0,HS-grad,Never-married,,Male,
38.0,,Never-married,Not-in-family,,
39.0,,Married-civ-spouse,Husband,,
43.0,,Married-civ-spouse,Husband,,
32.0,Some-college,Divorced,Not-in-family,Male,
57.0,Bachelors,Married-civ-spouse,Wife,,<=50K
38.0,Prof-school,Married-civ-spouse,Husband,Male,
25.0,Bachelors,Never-married,Not-in-family,,
40.0,,,Not-in-family,Female,<=50K
34.0,Bachelors,Married-civ-spouse,,,>50K
35.0,HS-grad,Divorced,Own-child,Male,<=50K
53.0,Some-college,Divorced,Not-in-family,,<=50K
21.0,,,Unmarried,,<=50K
43.0,,Married-civ-spouse,,,<=50K
43.0,,Married-civ-spouse,Husband,,<=50K
,,Never-married,,Female,<=50K
64.0,,Married-civ-spouse,Husband,,
19.0,12th,,,Male,
40.0,Masters,Never-married,,,<=50K
34.0,,,Husband,,<=50K
46.0,,Married-civ-spouse,Wife,Female,<=50K
35.0,HS-grad,,Other-relative,Male,<=50K
32.0,Some-college,Married-civ-spouse,,Male,<=50K
26.0,,Never-married,,,
,,,,Male,
55.0,Bachelors,,Husband,Male,
22.0,Some-college,,,Female,<=50K
29.0,Some-college,Divorced,Own-child,Male,<=50K
38.0,HS-grad,Married-civ-spouse,,,<=50K
55.0,Some-college,Widowed,,Female,
26.0,,Married-civ-spouse,Husband,Male,
34.0,Bachelors,Never-married,,,<=50K
25.0,HS-grad,Never-married,Own-child,,<=50K
,HS-grad,Divorced,Not-in-family,Female,<=50K
18.0,,Never-married,Own-child,Male,
58.0,9th,Married-civ-spouse,,,<=50K
34.0,Assoc-voc,Never-married,Own-child,Female,<=50K
29.0,,Never-married,,Male,
49.0,Doctorate,Divorced,,Male,>50K
38.0,Bachelors,,Not-in-family,Female,<=50K
21.0,Some-college,Never-married,Own-child,Male,
28.0,,,Husband,Male,>50K
42.0,,Married-civ-spouse,Wife,Female,>50K
29.0,Assoc-acdm,Never-married,,Male,
48.0,HS-grad,Divorced,Unmarried,Female,<=50K
40.0,Bachelors,Married-civ-spouse,Husband,Male,
36.0,Some-college,Married-civ-spouse,Husband,,>50K
34.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
57.0,1st-4th,Married-civ-spouse,Husband,Male,
24.0,,,Not-in-family,Male,<=50K
32.0,9th,Separated,,Female,
18.0,HS-grad,Never-married,Own-child,Male,<=50K
39.0,HS-grad,Married-civ-spouse,Husband,,
39.0,11th,Divorced,,Male,
,,Never-married,Own-child,,
20.0,Some-college,Never-married,Own-child,,<=50K
,9th,Never-married,,,<=50K
54.0,10th,Married-civ-spouse,Husband,Male,<=50K
40.0,HS-grad,Married-civ-spouse,Husband,,>50K
27.0,,Married-civ-spouse,Husband,Male,<=50K
,HS-grad,Never-married,Own-child,,<=50K
43.0,Bachelors,,Not-in-family,Male,<=50K
22.0,,Never-married,Other-relative,Female,
17.0,11th,,Unmarried,Female,<=50K
37.0,,Married-civ-spouse,Husband,,>50K
49.0,10th,Separated,Not-in-family,Male,<=50K
33.0,Assoc-voc,Never-married,Unmarried,Male,<=50K
,Some-college,,Own-child,,
,HS-grad,Divorced,,Male,
33.0,HS-grad,Married-civ-spouse,,Male,
25.0,,Married-civ-spouse,Husband,Male,<=50K
71.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
23.0,Bachelors,Never-married,Own-child,,
,,,Husband,,
21.0,10th,Never-married,Unmarried,,<=50K
47.0,,Married-spouse-absent,,Female,
,Bachelors,Never-married,Not-in-family,,
40.0,Some-college,Married-civ-spouse,Wife,Female,<=50K
44.0,,Divorced,Unmarried,,
50.0,,Married-civ-spouse,Husband,Male,>50K
,HS-grad,Married-civ-spouse,Husband,,<=50K
68.0,HS-grad,,,Male,<=50K
,12th,,Husband,,<=50K
38.0,Bachelors,Never-married,Own-child,Male,<=50K
,11th,Married-civ-spouse,Husband,Male,
31.0,Assoc-voc,Married-civ-spouse,Husband,,
39.0,,Divorced,Not-in-family,,<=50K
36.0,7th-8th,,Husband,Male,>50K
46.0,Masters,,Unmarried,Female,
30.0,,Married-civ-spouse,Husband,,>50K
34.0,Some-college,Never-married,Unmarried,Male,<=50K
30.0,HS-grad,Separated,Other-relative,Male,<=50K
47.0,Bachelors,Married-civ-spouse,Husband,,
40.0,Some-college,Married-civ-spouse,,,
62.0,HS-grad,Married-civ-spouse,Husband,,<=50K
44.0,HS-grad,Married-civ-spouse,,,<=50K
40.0,HS-grad,,Other-relative,Female,
20.0,Some-college,Never-married,Own-child,Male,<=50K
,,Married-civ-spouse,Husband,Male,
55.0,,Married-civ-spouse,Husband,Male,
51.0,HS-grad,Never-married,Own-child,,<=50K
38.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
49.0,Masters,Married-civ-spouse,Husband,Male,>50K
49.0,,,,,>50K
30.0,HS-grad,Separated,Unmarried,Female,
20.0,Some-college,Never-married,Own-child,Male,
34.0,,Separated,Unmarried,Male,<=50K
42.0,HS-grad,Widowed,Unmarried,Female,<=50K
46.0,,Married-civ-spouse,Husband,Male,>50K
43.0,Bachelors,Never-married,Not-in-family,Female,
,HS-grad,Never-married,Not-in-family,,<=50K
21.0,Some-college,Never-married,Own-child,Female,<=50K
58.0,1st-4th,Widowed,,,
30.0,Bachelors,Married-civ-spouse,Wife,Female,
37.0,HS-grad,Separated,,,<=50K
22.0,Bachelors,Never-married,Own-child,Female,
64.0,,Never-married,Not-in-family,,
42.0,HS-grad,,Husband,,
43.0,HS-grad,Married-civ-spouse,Husband,Male,
34.0,,Divorced,Not-in-family,Female,<=50K
25.0,,Never-married,,,
,Some-college,,,,<=50K
45.0,,Married-civ-spouse,Husband,Male,
55.0,,Married-civ-spouse,Husband,,>50K
24.0,,Never-married,,Male,
70.0,,Married-civ-spouse,Husband,Male,<=50K
27.0,Bachelors,,Not-in-family,Male,
34.0,,,,,
57.0,,,Husband,,<=50K
37.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
52.0,1st-4th,Married-civ-spouse,Husband,,
32.0,,,Husband,,
42.0,,Married-civ-spouse,Husband,,<=50K
24.0,,Never-married,,,
50.0,HS-grad,Married-civ-spouse,Husband,Male,
36.0,Assoc-acdm,Married-civ-spouse,Husband,Male,
42.0,HS-grad,Married-civ-spouse,Husband,,
40.0,HS-grad,Never-married,Not-in-family,Female,<=50K
39.0,,Never-married,Not-in-family,Male,
,Bachelors,Married-civ-spouse,Husband,Male,
38.0,,Married-civ-spouse,Husband,,
18.0,HS-grad,Never-married,Own-child,Male,<=50K
63.0,5th-6th,Never-married,Not-in-family,,
,Masters,Married-civ-spouse,Husband,Male,>50K
82.0,,Married-civ-spouse,,,
33.0,HS-grad,Divorced,Own-child,,
,,Married-civ-spouse,Husband,Male,
,HS-grad,,,,
31.0,Bachelors,Never-married,Unmarried,,<=50K
59.0,HS-grad,,Own-child,Female,<=50K
18.0,,,Own-child,Male,<=50K
,Some-college,Married-civ-spouse,,,<=50K
48.0,,Married-civ-spouse,,,
27.0,Bachelors,Never-married,Unmarried,,
34.0,,Never-married,,Male,
50.0,,,,,
57.0,,,Husband,Male,<=50K
60.0,HS-grad,Married-civ-spouse,Husband,,
39.0,,,Husband,,
56.0,Some-college,Divorced,Unmarried,Female,>50K
,HS-grad,Never-married,,Female,
26.0,Assoc-acdm,Married-civ-spouse,,Female,
37.0,Some-college,Married-civ-spouse,Wife,Female,
20.0,,Never-married,Own-child,Female,<=50K
